municipio_key,municipio_label,codigo_ibge,grafias_distintas,n_arts,uf,confiabilidade_municipio,exemplos_grafias
SALVADOR,Salvador,Informação insuficiente para verificar,2,8532,AL; BA,media,SALVADOR; Salvador
FEIRA DE SANTANA,Feira De Santana,Informação insuficiente para verificar,2,2850,AC; BA,media,FEIRA DE SANTANA; Feira de Santana
CAMACARI,Camacari,Informação insuficiente para verificar,3,2253,BA; MA,media,CAMAÇARI; CAMAçARI; Camaçari
VITORIA DA CONQUISTA,Vitoria Da Conquista,Informação insuficiente para verificar,6,1874,BA; SP,media,VITORIA DA CONQUISTA; VITÓRIA DA CONQUISTA; VITóRIA DA CONQUISTA; Vitória Da Conquista
BARREIRAS,Barreiras,Informação insuficiente para verificar,2,1669,BA; CE; ba,media,BARREIRAS; Barreiras
LAURO DE FREITAS,Lauro De Freitas,Informação insuficiente para verificar,2,1439,BA,media,LAURO DE FREITAS; Lauro de Freitas
LUIS EDUARDO MAGALHAES,Luis Eduardo Magalhaes,Informação insuficiente para verificar,6,1255,BA,media,LUIS EDUARDO MAGALHAES; LUÍS EDUARDO MAGALHÃES; LUíS EDUARDO MAGALHãES; Luis Eduardo Magalhaes
JUAZEIRO,Juazeiro,Informação insuficiente para verificar,2,1190,BA,media,JUAZEIRO; Juazeiro
TEIXEIRA DE FREITAS,Teixeira De Freitas,Informação insuficiente para verificar,3,951,AL; BA; ba,media,TEIXEIRA DE FREITAS; Teixeira de Freitas; teixeira de freitas
ILHEUS,Ilheus,Informação insuficiente para verificar,4,914,BA,media,ILHEUS; ILHÉUS; ILHéUS; Ilhéus
PORTO SEGURO,Porto Seguro,Informação insuficiente para verificar,2,807,BA,media,PORTO SEGURO; Porto Seguro
JEQUIE,Jequie,Informação insuficiente para verificar,4,794,BA,media,JEQUIE; JEQUIÉ; JEQUIé; Jequié
GUANAMBI,Guanambi,Informação insuficiente para verificar,2,761,BA,media,GUANAMBI; Guanambi
ALAGOINHAS,Alagoinhas,Informação insuficiente para verificar,3,701,BA; SE,media,ALAGOINHAS; Alagoinhas; alagoinhas
EUNAPOLIS,Eunapolis,Informação insuficiente para verificar,1,579,BA,media,EUNÁPOLIS
ITABUNA,Itabuna,Informação insuficiente para verificar,2,574,BA,media,ITABUNA; Itabuna
BRUMADO,Brumado,Informação insuficiente para verificar,2,540,BA,media,BRUMADO; Brumado
SIMOES FILHO,Simoes Filho,Informação insuficiente para verificar,2,537,BA,media,SIMÕES FILHO; Simões Filho
PAULO AFONSO,Paulo Afonso,Informação insuficiente para verificar,1,478,BA,media,PAULO AFONSO
BOM JESUS DA LAPA,Bom Jesus Da Lapa,Informação insuficiente para verificar,3,459,BA,media,BOM JESUS DA LAPA; Bom Jesus Da Lapa; Bom Jesus da Lapa
MATA DE SAO JOAO,Mata De Sao Joao,Informação insuficiente para verificar,2,452,BA,media,MATA DE SÃO JOÃO; Mata de São João
SANTO ANTONIO DE JESUS,Santo Antonio De Jesus,Informação insuficiente para verificar,4,443,BA; Bahia,media,SANTO ANTONIO DE JESUS; SANTO ANTÔNIO DE JESUS; SANTO ANTôNIO DE JESUS; Santo Antônio de Jesus
IRECE,Irece,Informação insuficiente para verificar,2,442,BA,media,IRECÊ; Irecê
SAO DESIDERIO,Sao Desiderio,Informação insuficiente para verificar,4,415,BA,media,SAO DESIDERIO; SÃO DESIDÉRIO; SãO DESIDéRIO; São Desidério
CAETITE,Caetite,Informação insuficiente para verificar,2,379,AL; BA,media,CAETITÉ; Caetité
JACOBINA,Jacobina,Informação insuficiente para verificar,2,359,BA,media,JACOBINA; Jacobina
CORRENTINA,Correntina,Informação insuficiente para verificar,2,338,BA,media,CORRENTINA; Correntina
VALENCA,Valenca,Informação insuficiente para verificar,3,331,BA,media,VALENÇA; VALENçA; Valença
VERA CRUZ,Vera Cruz,Informação insuficiente para verificar,2,316,BA,media,VERA CRUZ; Vera Cruz
CANDEIAS,Candeias,Informação insuficiente para verificar,2,308,BA,media,CANDEIAS; Candeias
FORMOSA DO RIO PRETO,Formosa Do Rio Preto,Informação insuficiente para verificar,2,289,BA,media,FORMOSA DO RIO PRETO; Formosa do Rio Preto
LIVRAMENTO DE NOSSA SENHORA,Livramento De Nossa Senhora,Informação insuficiente para verificar,2,277,BA,media,LIVRAMENTO DE NOSSA SENHORA; Livramento de Nossa Senhora
ITAPETINGA,Itapetinga,Informação insuficiente para verificar,2,274,BA,media,ITAPETINGA; Itapetinga
SERRINHA,Serrinha,Informação insuficiente para verificar,2,257,BA,media,SERRINHA; Serrinha
SENHOR DO BONFIM,Senhor Do Bonfim,Informação insuficiente para verificar,2,231,BA,media,SENHOR DO BONFIM; Senhor do Bonfim
EUCLIDES DA CUNHA,Euclides Da Cunha,Informação insuficiente para verificar,2,221,BA,media,EUCLIDES DA CUNHA; Euclides da Cunha
RIBEIRA DO POMBAL,Ribeira Do Pombal,Informação insuficiente para verificar,2,207,BA,media,RIBEIRA DO POMBAL; Ribeira do Pombal
MORRO DO CHAPEU,Morro Do Chapeu,Informação insuficiente para verificar,1,204,BA,media,MORRO DO CHAPÉU
DIAS D AVILA,Dias D Avila,Informação insuficiente para verificar,1,202,BA,media,DIAS D ÁVILA
PRADO,Prado,Informação insuficiente para verificar,2,201,BA,media,PRADO; Prado
CATU,Catu,Informação insuficiente para verificar,2,196,BA,media,CATU; Catu
CRUZ DAS ALMAS,Cruz Das Almas,Informação insuficiente para verificar,2,194,BA,media,CRUZ DAS ALMAS; Cruz das Almas
CAMPO FORMOSO,Campo Formoso,Informação insuficiente para verificar,2,192,BA,media,CAMPO FORMOSO; Campo Formoso
XIQUE-XIQUE,Xique-Xique,Informação insuficiente para verificar,1,190,BA,media,XIQUE-XIQUE
CASA NOVA,Casa Nova,Informação insuficiente para verificar,2,189,BA,media,CASA NOVA; Casa Nova
ITABERABA,Itaberaba,Informação insuficiente para verificar,2,188,BA,media,ITABERABA; Itaberaba
IBOTIRAMA,Ibotirama,Informação insuficiente para verificar,2,187,BA,media,IBOTIRAMA; Ibotirama
BARRA DO CHOCA,Barra Do Choca,Informação insuficiente para verificar,3,184,BA,media,BARRA DO CHOÇA; Barra do Choça; barra do choça
MEDEIROS NETO,Medeiros Neto,Informação insuficiente para verificar,2,181,BA,media,MEDEIROS NETO; Medeiros Neto
CONCEICAO DO JACUIPE,Conceicao Do Jacuipe,Informação insuficiente para verificar,2,178,BA,media,CONCEIÇÃO DO JACUÍPE; Conceição do Jacuípe
SANTO ESTEVAO,Santo Estevao,Informação insuficiente para verificar,4,176,BA,media,SANTO ESTEVAO; SANTO ESTEVÃO; Santo Estevão; Santo Estêvão
SANTA CRUZ CABRALIA,Santa Cruz Cabralia,Informação insuficiente para verificar,2,176,BA,media,SANTA CRUZ CABRÁLIA; Santa Cruz Cabrália
JABORANDI,Jaborandi,Informação insuficiente para verificar,2,174,BA,media,JABORANDI; Jaborandi
SEABRA,Seabra,Informação insuficiente para verificar,2,173,BA,media,SEABRA; Seabra
CACULE,Cacule,Informação insuficiente para verificar,2,173,BA,media,CACULÉ; Caculé
SAO FRANCISCO DO CONDE,Sao Francisco Do Conde,Informação insuficiente para verificar,2,170,BA,media,SÃO FRANCISCO DO CONDE; São Francisco do Conde
SANTA MARIA DA VITORIA,Santa Maria Da Vitoria,Informação insuficiente para verificar,1,170,BA,media,SANTA MARIA DA VITÓRIA
ARRAIAL D AJUDA - DISTRITO,Arraial D Ajuda - Distrito,Informação insuficiente para verificar,1,165,BA,baixa,ARRAIAL D AJUDA - Distrito
ITAMARAJU,Itamaraju,Informação insuficiente para verificar,2,159,BA,media,ITAMARAJU; Itamaraju
BARRA DA ESTIVA,Barra Da Estiva,Informação insuficiente para verificar,2,159,BA,media,BARRA DA ESTIVA; Barra da Estiva
MACAUBAS,Macaubas,Informação insuficiente para verificar,2,156,BA,media,MACAÚBAS; Macaúbas
POJUCA,Pojuca,Informação insuficiente para verificar,2,153,BA,media,POJUCA; Pojuca
SAO GONCALO DOS CAMPOS,Sao Goncalo Dos Campos,Informação insuficiente para verificar,2,150,BA,media,SÃO GONÇALO DOS CAMPOS; São Gonçalo dos Campos
ENTRE RIOS,Entre Rios,Informação insuficiente para verificar,2,149,BA,media,ENTRE RIOS; Entre Rios
IPIAU,Ipiau,Informação insuficiente para verificar,3,149,BA,media,IPIAU; IPIAÚ; Ipiaú
MARAU,Marau,Informação insuficiente para verificar,1,148,BA,media,MARAÚ
SAO SEBASTIAO DO PASSE,Sao Sebastiao Do Passe,Informação insuficiente para verificar,3,147,BA,media,SÃO SEBASTIÃO DO PASSE; SÃO SEBASTIÃO DO PASSÉ; São Sebastião do Passe
MUCURI,Mucuri,Informação insuficiente para verificar,2,145,BA,media,MUCURI; Mucuri
CONCEICAO DO COITE,Conceicao Do Coite,Informação insuficiente para verificar,2,142,BA,media,CONCEIÇÃO DO COITÉ; Conceição do Coité
RIACHAO DO JACUIPE,Riachao Do Jacuipe,Informação insuficiente para verificar,2,139,BA,media,RIACHÃO DO JACUÍPE; Riachão do Jacuípe
OUROLANDIA,Ourolandia,Informação insuficiente para verificar,2,139,BA,media,OUROLÂNDIA; Ourolândia
ALCOBACA,Alcobaca,Informação insuficiente para verificar,2,137,BA,media,ALCOBAÇA; Alcobaça
POCOES,Pocoes,Informação insuficiente para verificar,2,136,BA,media,POÇÕES; Poções
OLIVEIRA DOS BREJINHOS,Oliveira Dos Brejinhos,Informação insuficiente para verificar,1,136,BA,media,OLIVEIRA DOS BREJINHOS
AMARGOSA,Amargosa,Informação insuficiente para verificar,2,135,BA,media,AMARGOSA; Amargosa
MIGUEL CALMON,Miguel Calmon,Informação insuficiente para verificar,2,129,BA,baixa,MIGUEL CALMON; Miguel Calmon
TUCANO,Tucano,Informação insuficiente para verificar,2,128,BA,media,TUCANO; Tucano
CARAVELAS,Caravelas,Informação insuficiente para verificar,2,128,BA,media,CARAVELAS; Caravelas
JEREMOABO,Jeremoabo,Informação insuficiente para verificar,2,127,BA,media,JEREMOABO; Jeremoabo
PRAIA DO FORTE (MATA DE SAO JOAO),Praia Do Forte (Mata De Sao Joao),Informação insuficiente para verificar,1,125,BA,baixa,PRAIA DO FORTE (MATA DE SÃO JOÃO)
RIACHAO DAS NEVES,Riachao Das Neves,Informação insuficiente para verificar,2,124,BA,media,RIACHÃO DAS NEVES; Riachão das Neves
SENTO SE,Sento Se,Informação insuficiente para verificar,2,123,BA,media,SENTO SÉ; Sento Sé
UAUA,Uaua,Informação insuficiente para verificar,2,119,BA,baixa,UAUÁ; Uauá
PARAMIRIM,Paramirim,Informação insuficiente para verificar,2,117,BA,media,PARAMIRIM; Paramirim
JAGUAQUARA,Jaguaquara,Informação insuficiente para verificar,2,117,BA,media,JAGUAQUARA; Jaguaquara
SANTO AMARO,Santo Amaro,Informação insuficiente para verificar,1,116,BA,media,SANTO AMARO
IPIRA,Ipira,Informação insuficiente para verificar,2,115,BA,media,IPIRÁ; Ipirá
TRANCOSO - DISTRITO,Trancoso - Distrito,Informação insuficiente para verificar,1,114,BA,baixa,TRANCOSO - Distrito
BAIANOPOLIS,Baianopolis,Informação insuficiente para verificar,2,110,BA,media,BAIANÓPOLIS; Baianópolis
RAFAEL JAMBEIRO,Rafael Jambeiro,Informação insuficiente para verificar,1,110,BA,baixa,RAFAEL JAMBEIRO
SANTANA,Santana,Informação insuficiente para verificar,2,107,BA,media,SANTANA; Santana
RIACHO DE SANTANA,Riacho De Santana,Informação insuficiente para verificar,1,105,BA,media,RIACHO DE SANTANA
ITACARE,Itacare,Informação insuficiente para verificar,2,104,BA,media,ITACARÉ; Itacaré
TANHACU,Tanhacu,Informação insuficiente para verificar,2,104,BA,media,TANHAÇU; Tanhaçu
IRARA,Irara,Informação insuficiente para verificar,1,104,BA,media,IRARÁ
ARACAJU,Aracaju,Informação insuficiente para verificar,1,103,SE,baixa,ARACAJU
SAO FELIX DO CORIBE,Sao Felix Do Coribe,Informação insuficiente para verificar,2,103,BA,media,SÃO FÉLIX DO CORIBE; São Félix do Coribe
REMANSO,Remanso,Informação insuficiente para verificar,1,102,BA,baixa,REMANSO
SANTA RITA DE CASSIA,Santa Rita De Cassia,Informação insuficiente para verificar,2,102,BA,media,SANTA RITA DE CÁSSIA; Santa Rita de Cássia
UMBURANAS,Umburanas,Informação insuficiente para verificar,1,102,BA,baixa,UMBURANAS
PETROLINA,Petrolina,Informação insuficiente para verificar,1,100,PE,baixa,PETROLINA
COCOS,Cocos,Informação insuficiente para verificar,2,100,BA,media,COCOS; Cocos
PARIPIRANGA,Paripiranga,Informação insuficiente para verificar,1,99,BA,media,PARIPIRANGA
DOM BASILIO,Dom Basilio,Informação insuficiente para verificar,2,98,BA,media,DOM BASÍLIO; Dom Basílio
JAGUARARI,Jaguarari,Informação insuficiente para verificar,2,97,BA,media,JAGUARARI; Jaguarari
ITABELA,Itabela,Informação insuficiente para verificar,2,95,AC; BA,media,ITABELA; Itabela
CAPIM GROSSO,Capim Grosso,Informação insuficiente para verificar,2,95,BA,media,CAPIM GROSSO; Capim Grosso
IBICOARA,Ibicoara,Informação insuficiente para verificar,2,93,BA,media,IBICOARA; Ibicoara
ESPLANADA,Esplanada,Informação insuficiente para verificar,2,92,BA,media,ESPLANADA; Esplanada
BARRA,Barra,Informação insuficiente para verificar,2,90,BA,media,BARRA; Barra
NOVA VICOSA,Nova Vicosa,Informação insuficiente para verificar,2,90,BA,media,NOVA VICOSA; NOVA VIÇOSA
ITAGIBA,Itagiba,Informação insuficiente para verificar,1,89,BA,media,ITAGIBÁ
CURACA,Curaca,Informação insuficiente para verificar,2,88,BA,media,CURAÇÁ; Curaçá
SAO PAULO,Sao Paulo,Informação insuficiente para verificar,2,87,SP,baixa,SÃO PAULO; São Paulo
ITUACU,Ituacu,Informação insuficiente para verificar,1,85,BA,media,ITUAÇU
GANDU,Gandu,Informação insuficiente para verificar,2,85,BA,media,GANDU; Gandu
CANAVIEIRAS,Canavieiras,Informação insuficiente para verificar,2,84,BA,media,CANAVIEIRAS; Canavieiras
SANTALUZ,Santaluz,Informação insuficiente para verificar,2,84,BA,baixa,SANTALUZ; Santaluz
JOAO DOURADO,Joao Dourado,Informação insuficiente para verificar,1,83,BA,media,JOÃO DOURADO
CICERO DANTAS,Cicero Dantas,Informação insuficiente para verificar,2,83,BA,media,CÍCERO DANTAS; Cícero Dantas
PILAO ARCADO,Pilao Arcado,Informação insuficiente para verificar,2,83,BA,baixa,PILÃO ARCADO; Pilão Arcado
RIO REAL,Rio Real,Informação insuficiente para verificar,2,82,BA,media,RIO REAL; Rio Real
ANDORINHA,Andorinha,Informação insuficiente para verificar,2,82,BA,baixa,ANDORINHA; Andorinha
JACARACI,Jacaraci,Informação insuficiente para verificar,1,82,BA,baixa,JACARACI
CAIRU,Cairu,Informação insuficiente para verificar,1,81,BA,baixa,CAIRU
MONTE SANTO,Monte Santo,Informação insuficiente para verificar,2,81,BA,media,MONTE SANTO; Monte Santo
ITAPARICA,Itaparica,Informação insuficiente para verificar,2,79,BA,baixa,ITAPARICA; Itaparica
ITABATAN - DISTRITO,Itabatan - Distrito,Informação insuficiente para verificar,1,79,BA,baixa,ITABATAN - Distrito
INHAMBUPE,Inhambupe,Informação insuficiente para verificar,2,79,BA,media,INHAMBUPE; Inhambupe
CONDEUBA,Condeuba,Informação insuficiente para verificar,2,79,BA,media,CONDEÚBA; Condeúba
ITAGUACU DA BAHIA,Itaguacu Da Bahia,Informação insuficiente para verificar,2,79,BA,baixa,ITAGUAÇU DA BAHIA; Itaguaçu da Bahia
SOBRADINHO,Sobradinho,Informação insuficiente para verificar,1,77,BA,media,SOBRADINHO
ABRANTES - DISTRITO,Abrantes - Distrito,Informação insuficiente para verificar,1,77,BA,baixa,ABRANTES - Distrito
SERRA DO RAMALHO,Serra Do Ramalho,Informação insuficiente para verificar,2,76,BA,media,SERRA DO RAMALHO; Serra do Ramalho
BELMONTE,Belmonte,Informação insuficiente para verificar,2,75,BA,media,BELMONTE; Belmonte
CANDIBA,Candiba,Informação insuficiente para verificar,1,75,BA,media,CANDIBA
VITORIA CONQUISTA,Vitoria Conquista,Informação insuficiente para verificar,1,74,BA,media,VITÓRIA CONQUISTA
CARINHANHA,Carinhanha,Informação insuficiente para verificar,1,74,BA,media,CARINHANHA
PALMAS DE MONTE ALTO,Palmas De Monte Alto,Informação insuficiente para verificar,2,73,BA,media,PALMAS DE MONTE ALTO; Palmas de Monte Alto
CACHOEIRA,Cachoeira,Informação insuficiente para verificar,1,73,BA,baixa,CACHOEIRA
IGAPORA,Igapora,Informação insuficiente para verificar,1,73,BA,media,IGAPORÃ
IBIRAPUA,Ibirapua,Informação insuficiente para verificar,2,73,BA; MG,media,IBIRAPUÃ; Ibirapuã
LAPAO,Lapao,Informação insuficiente para verificar,1,73,BA,media,LAPÃO
LAJE,Laje,Informação insuficiente para verificar,2,73,BA,media,LAJE; Laje
MARACAS,Maracas,Informação insuficiente para verificar,1,72,BA,media,MARACÁS
NAZARE,Nazare,Informação insuficiente para verificar,2,70,BA,baixa,NAZARÉ; Nazaré
BELO CAMPO,Belo Campo,Informação insuficiente para verificar,1,69,BA,baixa,BELO CAMPO
BARRA DO JACUIPE,Barra Do Jacuipe,Informação insuficiente para verificar,2,69,BA,baixa,BARRA DO JACUÍPE; Barra do Jacuípe
PLANALTO,Planalto,Informação insuficiente para verificar,2,69,BA,baixa,PLANALTO; Planalto
ANAGE,Anage,Informação insuficiente para verificar,2,69,BA,media,ANAGÉ; Anagé
BOQUIRA,Boquira,Informação insuficiente para verificar,1,69,BA,baixa,BOQUIRA
POSTO DA MATA,Posto Da Mata,Informação insuficiente para verificar,2,68,BA,baixa,POSTO DA MATA; Posto da Mata
IBITIARA,Ibitiara,Informação insuficiente para verificar,1,67,BA,baixa,IBITIARA
FORTALEZA,Fortaleza,Informação insuficiente para verificar,1,67,CE,baixa,FORTALEZA
CAMPO ALEGRE DE LOURDES,Campo Alegre De Lourdes,Informação insuficiente para verificar,2,67,BA,baixa,CAMPO ALEGRE DE LOURDES; Campo Alegre de Lourdes
LICINIO DE ALMEIDA,Licinio De Almeida,Informação insuficiente para verificar,1,67,BA,baixa,LICÍNIO DE ALMEIDA
ITAPICURU,Itapicuru,Informação insuficiente para verificar,2,66,BA,media,ITAPICURU; Itapicuru
RUY BARBOSA,Ruy Barbosa,Informação insuficiente para verificar,2,65,BA,media,RUY BARBOSA; Ruy Barbosa
AMELIA RODRIGUES,Amelia Rodrigues,Informação insuficiente para verificar,3,64,BA,baixa,AMELIA RODRIGUES; AMÉLIA RODRIGUES; Amélia Rodrigues
PINDAI,Pindai,Informação insuficiente para verificar,2,64,BA,media,PINDAÍ; Pindaí
GENTIO DO OURO,Gentio Do Ouro,Informação insuficiente para verificar,1,64,BA,media,GENTIO DO OURO
CASTRO ALVES,Castro Alves,Informação insuficiente para verificar,1,64,BA,baixa,CASTRO ALVES
ITANHEM,Itanhem,Informação insuficiente para verificar,2,64,BA,media,ITANHÉM; Itanhém
LENCOIS,Lencois,Informação insuficiente para verificar,2,63,BA,baixa,LENÇÓIS; Lençóis
CAMACAN,Camacan,Informação insuficiente para verificar,2,63,BA,baixa,CAMACAN; Camacan
MUTUIPE,Mutuipe,Informação insuficiente para verificar,1,63,BA,media,MUTUÍPE
QUEIMADAS,Queimadas,Informação insuficiente para verificar,1,63,BA,baixa,QUEIMADAS
RIO DO ANTONIO,Rio Do Antonio,Informação insuficiente para verificar,1,63,BA,baixa,RIO DO ANTÔNIO
MALHADA,Malhada,Informação insuficiente para verificar,1,62,BA,media,MALHADA
MUCUGE,Mucuge,Informação insuficiente para verificar,2,62,BA,media,MUCUGÊ; Mucugê
BONITO,Bonito,Informação insuficiente para verificar,2,62,BA; PE,baixa,BONITO; Bonito
UBAIRA,Ubaira,Informação insuficiente para verificar,1,62,BA,media,UBAÍRA
ANGICAL,Angical,Informação insuficiente para verificar,1,62,BA,media,ANGICAL
ITAMBE,Itambe,Informação insuficiente para verificar,2,61,BA,baixa,ITAMBÉ; Itambé
IRAQUARA,Iraquara,Informação insuficiente para verificar,2,60,BA,media,IRAQUARA; Iraquara
ARACATU,Aracatu,Informação insuficiente para verificar,1,60,BA,media,ARACATU
TABOCAS DO BREJO VELHO,Tabocas Do Brejo Velho,Informação insuficiente para verificar,2,60,BA,baixa,TABOCAS DO BREJO VELHO; Tabocas do Brejo Velho
CIPO,Cipo,Informação insuficiente para verificar,1,60,BA,baixa,CIPÓ
VALENTE,Valente,Informação insuficiente para verificar,1,60,BA,baixa,VALENTE
GLORIA,Gloria,Informação insuficiente para verificar,2,59,BA,baixa,GLÓRIA; Glória
CORACAO DE MARIA,Coracao De Maria,Informação insuficiente para verificar,2,58,BA,media,CORAÇÃO DE MARIA; Coração de Maria
CORIBE,Coribe,Informação insuficiente para verificar,2,58,BA,baixa,CORIBE; Coribe
JAGUARIPE,Jaguaripe,Informação insuficiente para verificar,1,57,BA,media,JAGUARIPE
IBIASSUCE,Ibiassuce,Informação insuficiente para verificar,2,57,BA,baixa,IBIASSUCE; IBIASSUCÊ
SAO GABRIEL,Sao Gabriel,Informação insuficiente para verificar,1,56,BA,baixa,SÃO GABRIEL
MUQUEM DE SAO FRANCISCO,Muquem De Sao Francisco,Informação insuficiente para verificar,1,56,BA,baixa,MUQUÉM DE SÃO FRANCISCO
PARATINGA,Paratinga,Informação insuficiente para verificar,2,56,BA,baixa,PARATINGA; Paratinga
URANDI,Urandi,Informação insuficiente para verificar,1,56,BA,baixa,URANDI
WANDERLEY,Wanderley,Informação insuficiente para verificar,2,56,BA,media,WANDERLEY; Wanderley
UNA,Una,Informação insuficiente para verificar,2,56,BA,media,UNA; Una
SERRA DOURADA,Serra Dourada,Informação insuficiente para verificar,2,56,BA,baixa,SERRA DOURADA; Serra Dourada
MADRE DE DEUS,Madre De Deus,Informação insuficiente para verificar,2,55,BA,baixa,MADRE DE DEUS; Madre de Deus
NUCLEO RESIDENCIAL PILAR,Nucleo Residencial Pilar,Informação insuficiente para verificar,2,55,BA,baixa,NÚCLEO RESIDENCIAL PILAR; Núcleo Residencial Pilar
MURITIBA,Muritiba,Informação insuficiente para verificar,1,55,BA,baixa,MURITIBA
COTEGIPE,Cotegipe,Informação insuficiente para verificar,2,55,BA,media,COTEGIPE; Cotegipe
BROTAS DE MACAUBAS,Brotas De Macaubas,Informação insuficiente para verificar,2,55,BA,baixa,BROTAS DE MACAÚBAS; Brotas de Macaúbas
PALMEIRAS,Palmeiras,Informação insuficiente para verificar,2,54,BA,baixa,PALMEIRAS; Palmeiras
CRISTOPOLIS,Cristopolis,Informação insuficiente para verificar,2,53,BA,media,CRISTÓPOLIS; Cristópolis
CANARANA,Canarana,Informação insuficiente para verificar,2,53,BA,media,CANARANA; Canarana
PINDOBACU,Pindobacu,Informação insuficiente para verificar,1,52,BA,baixa,PINDOBAÇU
ENCRUZILHADA,Encruzilhada,Informação insuficiente para verificar,2,52,BA,media,ENCRUZILHADA; Encruzilhada
MARAGOGIPE,Maragogipe,Informação insuficiente para verificar,2,52,BA,baixa,MARAGOGIPE; Maragogipe
IBITITA,Ibitita,Informação insuficiente para verificar,1,52,BA,baixa,IBITITÁ
IBICUI,Ibicui,Informação insuficiente para verificar,2,52,BA,media,IBICUÍ; Ibicuí
TANQUE NOVO,Tanque Novo,Informação insuficiente para verificar,2,51,BA,baixa,TANQUE NOVO; Tanque Novo
AMERICA DOURADA,America Dourada,Informação insuficiente para verificar,1,51,BA,media,AMÉRICA DOURADA
JANDAIRA,Jandaira,Informação insuficiente para verificar,1,51,BA; RN,baixa,JANDAÍRA
CONDE,Conde,Informação insuficiente para verificar,2,51,BA; PB,baixa,CONDE; Conde
UTINGA,Utinga,Informação insuficiente para verificar,2,50,BA,baixa,UTINGA; Utinga
ITORORO,Itororo,Informação insuficiente para verificar,2,50,BA,baixa,ITORORÓ; Itororó
IBIPEBA,Ibipeba,Informação insuficiente para verificar,1,49,BA,baixa,IBIPEBA
CAMAMU,Camamu,Informação insuficiente para verificar,2,49,BA,media,CAMAMU; Camamu
ANDARAI,Andarai,Informação insuficiente para verificar,1,48,BA,baixa,ANDARAÍ
PIATA,Piata,Informação insuficiente para verificar,1,48,BA,media,PIATÃ
BARRA DO MENDES,Barra Do Mendes,Informação insuficiente para verificar,1,48,BA,baixa,BARRA DO MENDES
SANTA BARBARA,Santa Barbara,Informação insuficiente para verificar,1,47,BA; MG,baixa,SANTA BÁRBARA
PE DE SERRA,Pe De Serra,Informação insuficiente para verificar,1,47,BA,baixa,PÉ DE SERRA
CANSANCAO,Cansancao,Informação insuficiente para verificar,1,47,BA,media,CANSANÇÃO
MUNDO NOVO,Mundo Novo,Informação insuficiente para verificar,1,47,BA,baixa,MUNDO NOVO
MACARANI,Macarani,Informação insuficiente para verificar,2,47,BA,baixa,MACARANI; Macarani
BARROCAS,Barrocas,Informação insuficiente para verificar,2,47,BA,baixa,BARROCAS; Barrocas
GOVERNADOR MANGABEIRA,Governador Mangabeira,Informação insuficiente para verificar,2,46,BA,baixa,GOVERNADOR MANGABEIRA; Governador Mangabeira
ARACI,Araci,Informação insuficiente para verificar,2,46,BA,media,ARACI; Araci
ITUBERA,Itubera,Informação insuficiente para verificar,2,46,BA,baixa,ITUBERÁ; ITUBERá
RECIFE,Recife,Informação insuficiente para verificar,1,46,PE,baixa,RECIFE
ITARANTIM,Itarantim,Informação insuficiente para verificar,1,46,BA,baixa,ITARANTIM
RIO DE CONTAS,Rio De Contas,Informação insuficiente para verificar,2,46,BA,baixa,RIO DE CONTAS; Rio de Contas
IGUAI,Iguai,Informação insuficiente para verificar,2,46,BA,media,IGUAÍ; Iguaí
ITATIM,Itatim,Informação insuficiente para verificar,2,45,BA,baixa,ITATIM; Itatim
PRESIDENTE TANCREDO NEVES,Presidente Tancredo Neves,Informação insuficiente para verificar,2,45,BA,media,PRESIDENTE TANCREDO NEVES; Presidente Tancredo Neves
CAPELA DO ALTO ALEGRE,Capela Do Alto Alegre,Informação insuficiente para verificar,1,45,BA,baixa,CAPELA DO ALTO ALEGRE
TAPIRAMUTA,Tapiramuta,Informação insuficiente para verificar,1,45,BA,baixa,TAPIRAMUTÁ
OLINDINA,Olindina,Informação insuficiente para verificar,1,44,BA,baixa,OLINDINA
RIO DE JANEIRO,Rio De Janeiro,Informação insuficiente para verificar,1,44,RJ,baixa,RIO DE JANEIRO
FRA SANTANA,Fra Santana,Informação insuficiente para verificar,1,44,BA,baixa,FRA SANTANA
IACU,Iacu,Informação insuficiente para verificar,2,44,BA,media,IAÇU; Iaçu
MORTUGABA,Mortugaba,Informação insuficiente para verificar,1,44,BA,baixa,MORTUGABA
SATIRO DIAS,Satiro Dias,Informação insuficiente para verificar,2,44,BA,media,SÁTIRO DIAS; Sátiro Dias
NOVA SOURE,Nova Soure,Informação insuficiente para verificar,1,43,BA,baixa,NOVA SOURE
CAFARNAUM,Cafarnaum,Informação insuficiente para verificar,2,43,BA,media,CAFARNAUM; Cafarnaum
SALINAS DA MARGARIDA,Salinas Da Margarida,Informação insuficiente para verificar,2,42,BA,baixa,SALINAS DA MARGARIDA; Salinas da Margarida
BOA VISTA DO TUPIM,Boa Vista Do Tupim,Informação insuficiente para verificar,2,42,BA,baixa,BOA VISTA DO TUPIM; Boa Vista do Tupim
IBIPITANGA,Ibipitanga,Informação insuficiente para verificar,1,42,BA,baixa,IBIPITANGA
SITIO DO MATO,Sitio Do Mato,Informação insuficiente para verificar,1,41,BA,baixa,SÍTIO DO MATO
UIBAI,Uibai,Informação insuficiente para verificar,1,41,BA,baixa,UIBAÍ
URUCUCA,Urucuca,Informação insuficiente para verificar,2,41,BA,baixa,URUÇUCA; Uruçuca
